text,emotion
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯣ,sad
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯣ,lonely
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯣ,angry
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ,angry
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯗꯨ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ,sad
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯑꯗꯨ,tired
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯑꯗꯨ,angry
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯗꯨ,angry
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯃꯥꯡꯂꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯗꯨ,happy
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯣ,excited
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯃꯥꯡꯂꯤ ꯍꯥꯏ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ,sad
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,happy
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯑꯣ,angry
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯈꯣꯡꯅꯔꯤ,sad
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯣ,excited
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,excited
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯍꯥꯏ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯣ,proud
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯗꯨ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,lonely
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ,angry
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯍꯥꯏ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯣ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,happy
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,happy
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯍꯥꯏ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ,happy
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯗꯨ,lonely
ꯑꯩ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯃꯥꯡꯂꯤ ꯑꯣ,fear
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯣ,happy
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯣ,lonely
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ,fear
ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ,happy
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯑꯩ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯣ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯣ,sad
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,happy
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯣ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ,fear
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
