Emotion,Text
fear, ka ti ve hmanloang tih ka hlau ngawih ngawih 
anger,tinge awmze neilo in min rawn hnial vak vak ringawt a
anger, thinrim loin min ngaithla teh
joy, kan in kan sa tha dawn
sadness,tunlai chu hnaah ka buai lutuk a ka hman meuh lo
joy,pathian hnena inpek hi a va nuam in a va mawi em
joy, krismas kung chhungte nena cheimawi hi a va nuam em
fear, lei zawh ka ngai a ka thrah a chuak teuh lutuk
fear, hlauhna thrihbaiawm
neutral,ka pu
joy,ka sa siam chu a rim an va ti ngai em
joy,hlimna ropui kan lawmpui a che
sadness, ka thianpa ramdangah a kal tur chu ka va ngai em
joy, thu puan chu a va tha em em vele
sadness, he thu ka sawi tur hi ka ringtheilo ani
fear, hlauthawng deuhin result ka en 
fear, ka nun a tawp mai ang tih te hi a hlauhawm thin
anger,kha pa mawl zia kha chu aw min su hlum lo chauh alawm
fear,he in chu ava hrang duh hmel em em vele
sadness, ka nun hi chu a khawngaihthlak awm ve ngawt mai
neutral, aw
joy, a tawpah chuan motor khalh ka zir ve thei ta
joy, trahna pawh hlimna ah i siam thei alo nih hi
sadness, ka pass loang tiin ka lo lungngai ve em em a
sadness, ngati nge mi lawmna ah ka lawm ve theihloh le
sadness, ka pu pawh a chawl ve dawn ta
fear, ka exam hmasa ber ka fail der mai a
joy,enge khawvela thil mawi leh nalh ber i hmuh tawh
sadness, ka room hian khawvel min huattir in ka hria
neutral, kha mite kha maw
fear, class ah ka tii chhia ang tih ka hlau
joy, vawiin zan chu kan in duat teh ang
anger,darkar tamtak ka beih hnuah ka ti ve thei ta ninawm lutuk mai
fear, kar tawpah mi an chesual nasa duh zawk ania aw
anger,news a an thu puanhian nitiin min ti thinrim telh telh mai
sadness,aw ka lo thlauh daih ani hi a pawive
fear,lui kan kalna ah ka tawlhthlu a ka thi dawn amaw ka in ti hman alawm
joy, kea kalte hi a thawvengthlak ania
sadness, ka hmelhriate pawh an lo in thlak tawh anih hi
anger, ka zawhte su tu pa chu aw a chhak loang
anger, ngati he thil chhe lutuk hi a tang reng mai le
joy,ka tupa ka hmu ve chiah e
sadness, ka putea a boral a
joy,thawhtan ni chhuah nuam vek che u
sadness,a pawi khawp mai a signature pawh ka la theilo anih hi
joy,niting i malsawmna dawng zawng zwang chhiar thin te i hlim veng veng mai ang
sadness, rampawn lam atangin thu tha lo a rawn thleng hlawl mai a
fear,a thanthu sawi rapthlak zia chu min ti trim uar uar mai
joy,khup beng meuhin a nui alawm le
joy,khaia i nu ang maiin i hmeltha anih hi a
anger, ka thianten dawt in min hek alawm
anger, khang mite laka an hmalak dan chuan ka thin a va ti so nasa ve
anger, he naupang suahsual zia hi chu aw ka la beng khawp ang
joy, pathian malsawmna anih hi a 
joy, thu tha an dawng anih an nui uar uar mai
joy, ka tupa hmasa ber alo piang ta
neutral, e a ni maw
neutral, enga
joy,kartawp hnathawh a ngai lo wooo
joy, christmas cheimawina chu a va mawi ve
sadness, krismas kawr pawh ka neilo
anger, kan la in hnek khawp ang
joy, vawiin ah christmas hlate kan sa ho dawn
joy, that hlauh chu ka ril a tam lutuk
joy, ka piancham hma chu kan awm mai mai teh ang
fear, ka va han ti ngam lo tak em 
joy, ka chhungte nen kan eikawm dawn
joy, ni reilo te hnuah krismas bazar hun a ni leh mai dawn
anger, he mite chet muangzia hi chu aw
joy, duh  ang tawka mut theih thluk a awm lo anih hi
joy, thlasik alo thleng leh ta va nuam em
joy, naktuk quiz chu ka va nghakhlel tak em
neutral, kan hun kaltawhte i thirlet ang u
sadness, kan hun kaltawhte koh letleh ka va chhak em
anger, khatiangin ka lakah min ti vak suh aw ka beng hrep mai ang che
fear,nizanah min be miahlo a ka ngaihtuah teh mai ania
anger,ka nun awmze neiloin kal a phal le ringawt alawm ka thinrim tawp
joy, ka thil hrilhah a lawm khawp mai kan pu chu
sadness, veti hnenah kan zawhte kan hruai a ngai a
sadness, riltam deuhin kan mu leh tawp mai ange
fear, ila in chhir ve khawp ang
fear,hlau loin i kal zel ang u
sadness, ka duhlai in min be let ve duhlo
sadness, ka lu a na ka mu theilo 
anger, enge ka lakah sawiselna i neih a
anger, ka thinrimna hi ka in sum theilo trep a nia aw
fear,kan in bulah kangmei a chhuak alawm a hlauhawm duh khawp mai
anger, ka hmuh phak lohah thlawkbo rawh 
anger, engmaw i sawisel sek le i ninawm ngawt mai
anger, thu puangtu pawh a lawm hlek lo ania aw
anger,thinrim loin in sawifel ang u
fear, tui ka hak trep alawm
joy, inneihna ah kan kal mek
anger,hnathawklo in ilo awm mai mai chule
joy, thil ei laiin a rawn lang zeuh alawm
anger,i in sawi thinrim dawn
joy, hma deuh atrangin mi kan zirtir ang chu
sadness,ka lungleng changin mahni in awm mai mai ka ching 
fear, tinge a ve reh ve a  ngaihthatthlak loh khawp mai
anger, kan piber pawh a lakah a lungawi lo khawp mai
fear, kan game hmasa ber kan tran trep tawh a zawmawm duh khawp mai
anger, amah anih kha min ti zak tu chu
anger,jews ho an tihduhdah dan han hriat meuh chuan a thinrim loh theihloh 
fear, ramhuai flim chu tv ah arawn let leh anih hi
sadness, hunreilo teah min chawlhsan mai dawn sia
joy, a dawtleha kan tum tur chu a awl dawn khawp mai
joy, ka hna thawh ni hmasaber kan tran dawn chiah e
sadness, an ni pawn hmalak zel dantur an hre biklo anih hi
fear, ka naupang kha a hlau ngawt ang a
anger, kan hotupa min ti dan chu min tisa phat mai a
sadness,hmalak zel tum mahse tu man an rilru an pe thei tawh lo
joy,ka natna pawh ni thum hnuah a dam ve dawn ta 
joy,tui deuha mut hnuah chaw tui deuh han ei leh nghal theih hi chu a lawmawm ani
neutral, enga tan maw
neutral, hna i thawk ang u
joy, chaw lum tui tak leh hlim hmelpu hlir kan awm e
joy, ka fapa pawh hei a duhna berah a lut theita anih hi
fear, kan va tlan liam teuh em em vele
anger,a nupui chet danah ani pawh a lawmlo khawp mai
anger,ka pan ka bialnu min threntir hi chu ka lawm theilo
joy, naktuk ah ka thiannu nen kan bazar dawn
anger,min dang lose langchuan ka sawisa hrim hrim ang
fear, tu emaw nen an rawn chhuak tih ka hmuh chuan ka thin a phu dut dut mai alawm
anger, dawt min hrilh hian ka thinrim thin
sadness,ka tetlaia thian ka ngah thin nen nen aw
fear, ka thil hriat thiamloh te  bawk hi kan hlau thin ania
joy, ka pu lakah ka lawm em em e
sadness, ka hming duh an lo la deih hman alawm le 
sadness, thenawmte nena intih thiamloh hi chu a nuam lo
neutral,aw ka hmu chiah e
joy, ka monu te hneah hun nuam deuh in hmang dawn nia
joy, thil tam tak inthlak mahse lalpa lakah ka lawm zel tho ani
joy, hmangaihna in i thinlung chu a liam zawih zawih mai alawm
joy, engtik lai pawn keichu ka hlim thei reng zel 
sadness,thil tihsak theihloh hi chu a hreawm khawp mai
sadness,in entir ka ngai in ka hria
sadness,ka nu kha ka khawingaih tawp
anger,midang hnen atrangin i chet dan zawng zawng ka hre vek ania aw
sadness, zanlaia ka trap vak alawm le
anger, entik laimah a thinrim ngailo kha i nia
joy, he hla chu ka rilru ah a cham veng veng mai
joy,ka bulah i thu thie hi ka lawm khawp mai
joy, khaia i thilpek chu ka la rul leh vek ang chu u ka lawm e
joy,thil kal zel danah ka lawm hle mai
sadness,ni zan chu ka nu ka ngaihtuah lutuk a ka mit pawh ka chhing theilo alawm le
fear,engmah ka hre thei tawhlo ang tih hi ka hlau
fear, nitinin enge maw hi i lakah alo thleng ang tih hi ka hlau thin ania aw
anger,nizanah tu emaw in ka bike an ru alawm le ka thinrim khawp mai
joy,ka nun zawng zawng hi min kuahlai ni thei se aw 
joy,aw  a phurawm lutuk ringawt
joy, hun reitak hnuah ka duhthlanna hi a dik ani tih ka hriat hian ka lawm ani
joy, ka result tha tak hi ka pa hnena thilpek tha ber ani
joy, zanin chu nuam deuhin i tleivar ang aw
neutral, enge he thil hi i ngaihve dan
anger,a thinrim lutuk a tichhe vek turin min  hrilh alawm
joy,an ti tha bawka puber pawh alawm ngawt ang
anger, ka ke ka chhuihpalh alawm le hetsala
sadness, khawngaihin in hnial tawh su
sadness, kan krismas kung a tliak alawm le
sadness, zanin chu mahni a awm ka va chak tak em
neutral, anih hi
anger, teuhlo mai rukru ka nilo
fear, i hriatloh hlau suh
joy, hna thawh nuam ule thiante u
fear,uite pawn mithar lakah an hlau ve thin ania
sadness,chengna tur neiloin a vak vai kual vel anih hi
joy,natna an tihdam belh zel avangin ka lawm hle ani
joy,vawiin chu car thar kan va lei lawm le
joy, vawiin kan intihsiak ni
fear,a chang chuan engemaw hian min ti hlau leh thin
anger,airport a min tihdan chu a diklo khawp mai
joy, lecture pe turin min thlang hlauh mai
joy, naktuk hun nuam deuh neih theih nan kan zo vek ange
anger,ti nge awmze neiloin thil i lei vak vak a pawisa kan neih tlem nen nen
joy,hun reitak infiamna chi hrang hrang ka tih hnua lawmman ka dawng thei hi ka lawm hle
joy,mahni a awm mai mai a hah chawlh hi anuam ber mai anih hi
anger, thinrimna hi nunah thil lo thleng ve thin ani e
joy, ka thil duh ber chu nitina inkuah hi ani
sadness, thianten an leng chhuahna ah pawh min sawm ve lo
fear,a thil tih threnkhat hian ngaih a tithalo khawp mai
neutral, maw
anger,maw minlo phatsan a maw 
sadness, ka nula biaklaiin nih chhunzawm zel a duhlo 
joy, naktuk ka nu piancham
fear, nizan chu ka rawn haw ngamlo trep alawm le
sadness, tunkar chu kan in hmu thei dawnlo anih hi a
sadness, mahni in zei hi ka chhak thin
joy, pathian thu hril tluka nuam tih ka neilo
joy, ka phurna in sum hram hram ka tum alawm le
joy, chawlh a hun ve trep ta
joy, thilpek dawng aiin mi thilpek hi nuam ka ti zawk
joy, naktuk chu ka nu leh pate an leng chhuak dawn nuam dawn raps
fear, mahni chiah in a awmsia inte hi an ti kang ang tihte hi a hlauhawm
joy, heng krismas hla zawng zawng te hi ngaihthlak an va nuam em
sadness,ka thang ve emawi tih laiin pheikawk sang ka bun lek hi alo nih hi
sadness, ka thiantha ber a tling ve lo
joy, hna awlsam zawkah thawh theih dan hriat hi chu avan nuam tak
fear, school ka kal hreh e
joy, doctor thil min chawh chu ka va ngaih rem rem ve
sadness, min pui hram te scho hi ka mamawh lutuk
fear, mahni chauha thimthama haw chu ka hlau
joy,a thusawi chu a va lawmpui awm reuh tak
neutral, ui tar thil thar i zirtir theilo
sadness, i thusawi chuan in elna min ti ngai
anger, mahni hnung amiten min lehpelh hi chu a thinrim thlak duh e
anger, an khelh tir duhloa kan chak loh phah an mawl ngawt mai
anger,tun thlenga i thinrimna i in sum chu a tha e
anger, he naupang chu ka va khai lawl chak ve
anger, tinge i ve ti trawp e i tenawm khawp mai
joy, pheikhawk mawi deuh ka hmu hlawl mai
joy,naute hlim deuhin an in fiam laia chaw tui deuh ei tluk a awmlo ania
anger, an va bengchheng e aw
fear, rukru ka tawng a min that dawn emaw ka ti hman alawm le
joy, hma deuhah tho ila kan zo hma ani mai
sadness, kan in khelh hun lai kha ka va ngai e
fear, a tawp ang tih ka van hlau ve
joy,vawiin khua nawm dah hi ka sawidiah thiamlo
joy, ka board exam ka pass hlauh mai 
sadness, ni hnih lai engmah ka ei tawh lo
sadness, a tawp a tawpah chenna tur ka hmu ve ta
sadness, ka class ka van ngai
anger, ngawi hmak rawh zaktheilo nu
sadness,ka nu nikhat chu a tlanbo deih alawm
sadness, a lungngaih hmel lutuk a ka va be tawp alawm
joy, ni nuamlo deuh kan nei emaw tih pawn thil tha deuh a rawn thleng hlawl mai
sadness, chauh pauhleh rilru chak tawlh tawlh se a tha tur ania
neutral,aw ka ni e
joy, vawiin kan exam a ngai lo
fear,nizan ka haw lamah ka hnungah tu emaw in min zui a ka hlauh zia chu
sadness, i telve loh chuan a nuam nang
joy, fa pathum lai ka nei tawh alawm a ropui ngawt mai
fear,huaisena chu hlau chung chung pawha thil tih ngamna hi ani
neutral, khawiah maw i awm
joy,ruah sur laia thingpui lumtak in tluk a awmlo ania
neutral,i hnungah le
fear,mi ti dawih vek
fear,a dang vek mai alawm a hlau lutuk
sadness,lungchhe takin a haw a ngai ta nih kha
joy, he in turu zia hi a bawn lutuk
anger, ruah sur chu a van bengchheng mai mai tak
fear, kalpui tur neihloh chuan ka kal ngam lo
sadness,ka u thihna hi hun rei tak chhung ka lo tuar tawh asin
neutral,nia kan ti thei e
joy, kartawp chu nuam hem hem hle mao
neutral, thluak
anger,thluakthawl pa
joy, chawlhni pawh a hnai leh tawh khawp mai a
anger, kha hmun chhiat zia kha min ti thinrim
neutral, engtikah nge ni dawn
joy, tunkar ah ka hmu thei tur che hi chu ka phur lutuk
fear,pute chuan an lo hlauhthawngpui lutuk che a
sadness, ka hna ngah zia hi chu aw a hrehawm
joy, ka theihnghilh lo hlauh chu a lawmawm
fear, ka diklo ang tih ka va hlau tak em
neutral, keipawh le
joy,mitha tak i ni hi kan chhuang lutuk che
joy,thiante leh chaw tui tak neih hi chuan ava nuam tak em
joy, i phu lutuk alawm i thil tih zawng zawng ngaihtuah hian
joy,mahni paten min phurpui hi chuan a nuam tak asin
joy, a atawpah ka nun dan pangai ah ka letleh theita
fear,ka pu ka va biak chuan a thinrim hmel khawp mai
sadness,pitar mahni chiaha awm khi ava khawngaihthlak awm tak em
sadness, vawiin a tawpni ani ta a ngaihawm dawn khawp mai
sadness,tuma hriatlohin amah te chauha a awm tur hi ka ngai ngam lo
joy,hlimna hi chu chaw tui tak hi ani
fear, lalpan min kalsan ang tih hi ka hlau thin
anger, ka thinrim hman teuh khawp mai
sadness,a naute a boral mai chu a khawngaihtlak awm e
sadness, ka chau lutuk min hrethiam hram hram teh u khai
joy,i va ti tha em ka duhlai
joy, ka nun ka duhzawng min lo siamsak alawm le
joy, he hun reilote pawh hian min ti hlim asin
joy,zo vat vat teh ang thil tih chhak deuh ka nei tlat
anger, hriattirna teloin hetiang thil hi an ti tur anilo reng reng 
joy, ka hming an thlante zingah k hmu thei chu ka lawm lutuk 
neutral, ka awm e
fear, ka flim en chu a den lutuk a ka en zo ngam lo
joy, hun rei deuh ka chhungte nen kan hmang thei hi avan nuam tak
joy, sa tui tak tluk a awm lo ania
joy, christmas hi chu lawmman lian deuh hi ani ringawt 
fear, han thlawh khum kha chu an hlau ve deuh anih dawn hi
joy, eitur ka chhar hlawl mai ka vannei tawp
anger, vawikhat mah tahkhan ka kal ngailo zawngi
joy, naktuk class awmlo
joy, ka pan mawhphurna min pe ve ta
joy,mite hnena lawmthu a malte te a hrilh hi a va nuam em
anger,khanu kha chu beng hrep ka va chhak tak em
fear, ka pa thinrim thluka hlauh ka neilo
sadness, nitin in ka lo nghak thin che asin le
fear,lalpa chu ka hlauh ber lai pawn ka ko thin
anger, ka ti tak tak ania aw min zah ve deuh rawh
joy,tak tak maw a va tha em em vele
joy, va va han nuamin ava han hlimawm em
joy, ka lawm lutuk a ka zuang tawr tawr mai
joy, zanin tluk a awm lo
anger,min thlang duhlo chu ka va lawmlo ve
sadness, hmangaihtur ka va duh tak em vele
anger, ka uang miahlo ania aw
joy,kan uang vel mai mai ang chu
joy, nilengin kan uang mai mai alawm
fear,an khalh chak thei lutuka an chesual ang tih hi a hlauhawm thin
fear, ka hlau lutuk a ka in khup tawp alawm
sadness,ka zir nasat nen ka thling ta lo anih hi a
joy,hlim hmel deuhin min chhaih char char alawm
sadness, chhungte nena chaw kan kilho theilo hi chu a hrehawm
sadness, ka hmuh chak nen nen ka kal ve theilo
neutral, ngati nge ti khan i awm a
sadness, mangchhia ang mai alawm le
sadness,ka va lung chhe tak em
joy, i van han uang peih tak em
fear,hlauh neih hi a pawi miahlo ania aw
neutral, lehkha zir tur
fear,indona rapthlak zia hi chu aw
anger, ka thian tha tak an ti thling duhlo hi chu ka lawmlo hle ani
fear, ka hlau lutuka ka thlan vak alawm
joy, thlan tih tlak te hi anuam ania aw
joy,zinga walk neih te hi a tha ania
fear,rul hi ka hlau ngawih ngawih
neutral,i haw dawn ami
joy, ka naute hi ka duh lutuk
anger, hmela i chak lo ngawt ang
anger, ka thin a so buan buan in ka hria
joy,awle ka rawn kal chak lutuk
anger, ka thin a va rim tak ka phone a on theilo
anger, midumho an tih dan ka hmuh hian ka thina rim khawp mai
fear, tu emawin ka thiannu hnenah min hnek dawn a tia ka hlau lutuk
sadness,uang ve mai mai thei ila ka van ti tak
joy, thiante nen uang ho hi a nuam ania 
neutral,khawnge
joy, vawiin ka hmang nuam hle
fear, ka hlauh ang ngeiin thil a thleng ta
fear, mi ka su palh ang
neutral, aw
joy,piangsualte pawn zirna an dawng thei hi ava lawmawm em
anger,ka nau a titau a thlengin min vawm alawm
sadness,engtin nge ka thling ve theih ang le
fear,kan in a chim dawn emaw ka ti hman alawm le
joy,ka lawmpui lutuk che i hlim ngei ngei nan ka lo tawngtai ang
sadness,ka rawn nang hman dawn lo ava pawi tak
joy, ka nun hi midangte hlimna leh nuihna an neih theih nan ka in pe dawn
joy, ni sawm chiah sikul kal a ngai ta
anger, eng hna pawh hei ai hi chuan a nuam zawk ang ninawm lutuk
fear, hlauhna a nun te zawng nun a nilo e
joy,ka bialpa nen kan fawr dawn
joy, mipui te pawn an lawmpui nasa lutuk
joy,min sawmna ah hian ka lawm e
joy, vawiin chu kan in su hem hem ange
anger, a thinrim bawk reng ang chu
joy, ka hming an puang chu ka van lawm tak
joy, ka film duh a rawn chhuak ta
joy, kar nuam ber ala ni ang
joy, kan groupah pakhatna ka ni
sadness,reilo te chung buailoh ka va chak tak
neutral, fiamthu loin
joy,nia thleng ka sil chak lutuk
joy, ka nute nen thla kan la ho alawm
anger, tinge traffic a zam reng mai le
joy, chuungte nen christmas party
anger,ka pate a lakah ka lungawilo khawp mai
joy,nui mai mai teh ang
fear,a pain a ngaihtuah lutuka a awm chhuk ringawt alawm
joy, vawiin chu kan tho fuh mai mai
sadness, ka thawmhna duh pawh ka neilo
sadness, ka thil eilai ka thlauh palh
fear,ka tling dawnlo tiin min ti thraih vak vak a
fear,zanreia insual hmuh hi chu trihawm
anger, ka va bia chu a thinrim hle
fear,ka pass ang tiraw ka hlauthawng ania
fear, kan chesual ang tih pawh a hlauhawm
sadness,vanneina kan neilo ve ve anih hi
joy, saw in mawi zia saw
joy, ka hlim bawn tawp
sadness,kan zir dawn emaw tihlai laiin an lo cancel deih alawm
sadness, an zin veivaknaah a lungawi lo hle anih hi
fear,engmah in ka thil hmuh ka hlauh zia in hrethiam loang
fear, min hnawl ang tih te hi hlauhawm
joy, pawisa neih hi chuan kan nuam veng veng mai zel
sadness, ava pawi thin em
fear, naupang hi ka hlau ania
fear, ka nau ka hmu zo lo ania
neutral, nangpawh le
joy, christmas chhitmawi hian min ti hlim thin
sadness,ka hmelchhiat zia hi
joy, naktuk phurawm bawka i mu hma teh ang
joy, an chak thei dawnin an hria a alawmawm khawp mai
joy,ride kual mai mai hi ava nuam tak
joy, hnathawh hnua ekser lak hi a nuam ania
anger,ka lakah ala thinrim reng ami a
joy, i tling tak tak maw ava lawmawm ve
fear, ramhuai flim ka en ngawm lo
neutral,hun a duhreiloh te chuan
anger, ava rimchhe ve tinge a
sadness, thiante nena in thlah hi chu a nuamlo
joy, ti zo vat vat teh kan leng dawn kha
neutral, i va vang ve
neutral,nilo e a
joy, ka va lawm e min tih danah
fear, ka hlau lutuk a ka mitui a tla zawih zawih mai
joy, thil duh neiha lei theih hi a nuam ania
anger, ka pawisa min ruksak chule sala
joy,tui kan cheng dawn
joy, ka pa a dam dawn tih ka hre chiah e
anger,a thinrim lutuk a ava ang dawn anih kha
joy,ka zirlaiten min la hria hi chu a hlu ania
sadness,tinge ka thawhpui te an kaisan bik char char le
joy,nawmna chu eitur tui tak hi ani
anger, ka thin a thawk thut alawm le
sadness,tinge zing thawh theih miahlo che le
joy,mahni pate thil thiamloh zirtir hi chu a nuam a nia
sadness, ka pianna hi ka va lungawi lo tak
sadness, thinpui in tur pawh a awm lo
joy, ka lu a nawm dan hi
anger,het sala
neutral,tunge awm dawn
sadness, hun lo deuha a raipuar a lawmle
joy,zirtawp hi chu a nuam ania
joy,min ti nui nasa lutuk ka chau vek
